,business,cluster
16389,5O4o8aKv2Zimw7-YS3Nesw,0
1737,5OAi35OianJzCnIsL8aOFQ,2
8389,5OCZ66KzfyJOyVZuZcUvig,0
6325,5OZ9Zl66DZEYVE-e_KLmtw,1
17164,5Od-TT6vJ5-mD2Zj_RaGBw,0
7280,5OrSFBHuT2o364P9J5JASw,0
21421,5P8RajpRPNVbTGIbXvBGEQ,2
3160,5PL8faYBGwdLvSNtZugcaA,4
7799,5PLH045ztYoNwXkv68ZQ5g,0
11656,5PhOJlCPHGjBEIQ7WLbRJw,0
21175,5PkXJ_5F4tnpTFKX7moBbw,0
21138,5Pp4jCBSRe5bxQHhrcrcRQ,2
10393,5Q8rhZKP1ByZG2touJA1oA,4
11166,5Qm3g5ey_-O_0AQ_JN2uSg,1
553,5QzSq5x1pef5Jr5QWJ8sdw,2
14747,5R-ezrVTHS6ztqrgJwdMXg,1
5930,5R1MtzW-XBJEesoC3ShIrg,4
9211,5R2NmfhGb_nR1gjjeGUYRw,3
9829,5R3bMgiqubXvOxn7Jhw6IA,0
21470,5RAQ_xslK8hiUCcJUsS7Jw,0
6582,5RHgzwyAuyXNJw-K1JKxUg,2
10770,5RL8XVoF7f6AkihhPZAOsg,0
7952,5RZAGrAEkP44d_IGISvyYA,2
14533,5Ri8iXl3EKLMoXCKn3Zm3w,2
20622,5RmOkcxERTmvSQ3rSzaDtA,0
20989,5RpY580vnZzFh9YBDyQs5g,2
4776,5S72W4o6ZIOzwsDxQZfHbA,0
15876,5SED_rk44Q19hjO8GDi8uQ,3
17923,5SL7J-zIYxZ3W-gUfeG6RA,0
2481,5SOVhnYFFvsEmU8Zbf9MZw,1
2998,5SQH0JElM9AwEr0fNO6WPQ,4
11712,5SQNQW4RfvcZ205LvHNtUw,3
20080,5SlioVAaDuC5cZAV5ZulmA,3
22318,5T1OdDgeT3RP1sdhxKF0Pg,2
21808,5T9mHnwmgQU-MzT9xzE58w,3
8489,5TWTKzkjHXbHjAT8w8CZPw,2
1127,5TbSOvlUfIC0R7vFVQundA,0
12586,5TiyV3tkDWUA1jFYfj1FAQ,0
3437,5TzLR8NbJx5aImxzZUD74g,2
3169,5U3fdm_zXRKsAnmsLN8Fzw,0
19501,5U9Zmiuv5WzooPZNjzyb8A,2
20901,5UURaUT2B8mjM5RxeU96Aw,4
1405,5UUSpN6XMp0jVFbm6WLrTQ,2
7645,5UbBW15_iUg3VTieV7sVAw,4
11229,5Upzhg9uu7J65gDzpdADhw,2
440,5UrIw2HJe8Lbf2A_20inLg,2
12800,5V_JoNzfHTG8hcFkvSTJqg,3
18425,5Vofn_3zLQyROWslRdbHZA,2
8242,5VuCvT_dETfoaKqbxn49vw,2
10154,5WNLLh3WZ4JJ2p4dOuLLAA,2
3615,5WV9kXCG5n2UdYfS2uwpYg,0
10347,5WWf2mRX9TqHtpTDH1cuuA,0
21773,5WYDqXHiVobWZmXMlj1ZuQ,4
19541,5Wr4pwoIaqyTDNsyY0j8BQ,2
17197,5WwpN4bzB25WNQIqBdXobQ,4
5812,5WzAkhu3JY7Eue1oyJFogg,2
13585,5XENCwJ9Xgw8BsfuWqOsSw,2
20925,5XIGCXuljIpz6vnoAillTQ,4
12947,5XN7rzReF7O32ip1mxvAaw,0
14053,5XQbZi9vSiQ1xoY0U8L46w,4
19200,5XU23tgt4LHXyT9VOlRhKA,0
2408,5XXyn4PQUTnao1K9DK99Tg,4
4333,5XfV-D2ka0iAx8xxPBb2-Q,2
17032,5Xj2nDOGmJ6jeIV-A_ysVw,0
21223,5XkBh4StOec1zxwxd4FFPQ,5
5305,5XuXgPHTJsT4D4MsQfHfZA,2
11473,5Y3vI3wG55GdpBAG_Te7UA,0
18105,5Y5kJZ9gbPGPFkgsBClWqw,0
13732,5YVuTdJtFCYLke6F92acSw,2
6948,5Ye1sa5CIQwetQDYsVeu9g,4
4504,5YepsH4wbPMaVlGc4vHTpQ,4
5931,5YjMVZNM8Qx1dkDsjHOKag,2
3870,5Z7RlLomCg1bAS0SBOzi0A,5
19745,5ZAy44lKdfBZ30rJRsttmg,0
21417,5ZHt1OQpi8WvQWU-Gkk7Uw,0
14358,5ZQ1d_DTdjegU-8AdHKV0w,5
4126,5_6fXWU1EOqRFLD5a9owNQ,0
1409,5_RnnLBKO-5vpb4iiFAvBQ,2
11502,5_aTOyfHvQyKy-KHNy7H3g,2
20889,5_fpkMwBHyyFsN4gSTDfnQ,0
1097,5_h2Hp4LNH49nhdbRnRYjw,3
696,5_nUxwktuqkwULSAp690Lg,4
3222,5_oSZ6bkUrH5IYm1jgEICw,0
21623,5a5xB5m6UV16LpzvhOE_xw,0
21449,5aEv9N9D-N9do8vWCVEwpw,0
13231,5aX7OmtLl3uKdoZw1l9ihQ,5
10708,5a_jB7LruuScswVL5kgMuA,2
1120,5atcNkqLyNGv5tBamuSYEA,0
1631,5av9ao6Ygib4al_0-1FXuA,2
18794,5avZfxdD0kgim9IpnQfA_g,0
2432,5avzfhxsbE6CZjU00o3UfQ,0
20557,5b1B-Agcf90dtJJ7Y8_BbA,0
4095,5bL-8-kfJIuQme5hUIvz7w,0
17345,5bWQATmlkPlJBl_FhdppEg,2
762,5bc9-OLawv-HPNdkuhw4CQ,2
16366,5bkZSSeqqoI3WDR1NVlbMw,2
3405,5c4tATAVkni8m_sbC0IsNA,5
19104,5cBwTO0eAHrwF9N1QT69Kg,5
15691,5cDptF2Y6FjZ6sY4VrQJPg,2
2042,5cFD4nhFTQpST--1oJhaNg,2
10163,5cr9oB-SyFQ_ulmc07UBIQ,4
22198,5dMll12xMmEf695eaoLWmQ,2
8502,5dcVbKCZ8fpewo8HxSN1JQ,0
7842,5dnxjFWSENEEawKbcvDHvg,0
17018,5dpODMOR5bofVwpJeManJw,0
19534,5dwr61F_2oE_D_MFZNSr1g,0
433,5eB8imLNpqHdZ2wSanF6Ow,0
19673,5eCLHTX1Ox94z86_Lq5xFg,0
21875,5eFEZ1n4iM8ysdaZf6nfmw,3
396,5eHHdXoYa07nYfZeTe6GHw,0
10340,5eKxrFD1tbGD9S7EhDMM9A,2
20638,5eYu-UrI8ZaMzbajYwRv1w,5
20237,5egPrJACGRldT3z7XfaVvA,0
17502,5eoC1nBemla9636Yh6hvig,0
9436,5f4oEvnAdxVP9Z2CLh3RQQ,0
5894,5fCUSMQyjc5_n_7eRsWQJA,2
590,5fI9ZzqzRLnMNYoTMjUGGQ,2
22259,5fJ5Rpa60vz53u9M7LZfuQ,0
6734,5fN0X3Pbss6YiDZS4_ZJCg,2
5013,5fU1DuJSOzWppeVPhn7ewA,0
5908,5f_XzzCM20eThFwNJLcqGA,3
9848,5fau6JUdimLZIagsSFEh3w,0
19862,5ff0vzdll_xfdERtJ4sxEA,0
10639,5fiarYv8Xr5wiKZPgHnA3Q,0
18386,5ftavb7R2lhaexPHe4HqEA,2
17367,5fwE_V0MOpCXef4_Fk2ueg,1
16893,5g098KpaBaeyp6JR469jlA,0
5525,5g6x8OmOJWF9-6XailHnjQ,0
20619,5g8f36WfPV80FYBBHR1Jqw,3
2563,5gV9tmcvyTylVfESc4IiiQ,0
14419,5gesP8C8Z4mfRgzua2eIyg,3
2517,5go5Txev1CtZ3CSx1r89iw,3
20801,5goy0MT4ZWYUi_Lk0DAHjw,0
1666,5h-M46K1wD5JgZScj0ivtg,0
7521,5h3IuXKndYKiPvilA7aRpw,2
977,5hHejm02DE61eD_CABvZXQ,0
7336,5hIJj2o42gx8t_koM3LXqA,0
21295,5hXregLHPsOLxjq18vO5Ug,2
9012,5hz0wZ1fa0Nq3LsJiIYqZQ,3
15228,5iGZywdDVBz1j0WUGX5WqA,0
18096,5iPy6oxpAI75le48Cp7pXQ,2
21143,5ihT9h1_ZfkbUcE0pCMIPg,0
15836,5ilTRjQVN1aAivvEiwR6RA,0
9604,5iw2LmcpMxS0tWDEjA4-lw,3
14611,5iwCwXpUnbbnfjJ7sqgwYQ,5
7115,5ixng5x1AUs9_mDikx9PDA,0
5316,5j1EltS27CTYneosCvHiVQ,2
6204,5j4LFvHVM3mx5T-qyvVyiw,0
18167,5j4VfwpSXugvyBWE02bVEQ,0
11196,5jEpDCf7lDTWAnlgPw-GdA,2
15645,5jPuo8Mbyxqv6Y8RorSIpQ,4
20465,5jfU4w4Ryb0SPk8K3JT9yg,3
15033,5jmXhRTy3YDnajkh2CotpQ,2
11042,5jocZZ79Xv_ya9lwaaLrfw,0
21494,5jphuYk7KJgbdqSBjRpW9A,0
21528,5jq5Rhe3gvZR5_VreeyAUw,2
15403,5jzy8H6HogVIqXXocZW_QA,2
13383,5k0wZc7Zk3XOO7EIhvWrSg,4
14462,5k5UKqMOfoWB52MSB2eorw,1
7101,5k99JvOz8UN5GevaQ-u34w,0
16018,5kAZr6QShFtGUnIegUraow,5
11891,5kn1uzu2YJ9ZiIZ3wQgNCQ,0
4227,5kok1NOZc7Vm7iOR2K-mzA,2
20141,5kqwo7jvftUcLDNfvxEhrg,2
1445,5kxRQXM-_pK9G6DLX-Er7g,0
16084,5kyfNvjgutIXHKPT-zDbJQ,2
10339,5lMTQ11RFcCGPRUwhjyImw,0
12096,5lVT2g4adVRG1PXtKOyUaw,0
16747,5lfZrpUuhS-V1M-YhGzgrA,3
2377,5mN74WEFRE3JEq1Mo_TR2w,2
1270,5mQRJnP6t2vk-WDcxkOFjA,2
13887,5mjNb31pFIerWUmtR63iNg,4
16194,5mlWNPiZacAgjjNHaV-y6w,0
21611,5n-2qKQJ-5NEkVtb4LCRAg,0
14484,5nAVzt27wsGmSt9VgVsxdA,1
19887,5n_2E47L_q4ajir9ZcTmiQ,0
249,5np_98M2_qVaAS8OTAtjJw,1
17843,5nsRur9RFFFOyV0w1-DrtQ,1
17902,5ogUQdbCnyG5KIdfiYQLJA,4
14991,5ohzrx72uTA4FnvNKRvMUg,0
7636,5ojWh3KKSKQCCC1z6DjE2w,0
20540,5psuhYPtQLtOyQJ5QVYG2g,4
7815,5qAahP5hOrbBn_TKOor51Q,4
14490,5qG-uJzpLVhcZznIxwX82w,1
5357,5qKnAeCeOb-K8FhE-WGDbQ,0
3597,5qWMEuXy93_D5xakDFVJNQ,0
6988,5qpDEP9ZEZZEXL6ul_V53Q,3
16232,5qv1UI9NmDCDaQgUvCmtCQ,0
9177,5rvvFtcaHOU5_jNZ2yQ3eA,0
10024,5sO-2T0vCNkodQItTKuwUA,0
14547,5sj_1tKDL6GkQihj_brGHg,3
3278,5smit5ZWQKGlELIT5CZEaw,4
7309,5sneJtD4MKpp89B3lqSeQA,0
16321,5sqR2QS0KX_ERduTNxmhgQ,0
19648,5ssW7dBJe5i6Wr2lYAZ4wQ,0
17082,5suI6QbrzMAj_AAbv8pSHw,2
16887,5symi6IweYfu8Da40BgBtw,2
14608,5t-OTvuBkT83BiYJgxTVfw,0
16267,5tQijqOzQslk56JntoQoDQ,0
12961,5tc6GTuUWvl-FiwPIbe7iQ,2
12624,5teCxpXxfQE7zafn0LBQVA,2
18370,5tmH-Tl9zhI1aT9K72MsLw,3
19905,5uA7Bdx_EheNu6xJVcH8HQ,2
7983,5u_zrx0HcyBWxAp1r_5ilw,2
21382,5ufHVEdJNPypB4v_UhUUUQ,2
5459,5usc4ij6-PdFPgW6w0wkIg,3
5274,5v0-mx2Po0x7Wc2fOvLf7g,3
18991,5vFbxMid5ES3e-JZQlRnsg,2
5616,5vcgEM1R2qUWfR9VaNLVzA,3
20503,5w4ts-hFH596X8hRtrEpKw,2
19002,5wMQkdeHTJAK9ivbL_Xldw,2
20737,5wzFz3PJkrZeZD0X_iN-Nw,3
19943,5xIbx8cS1AOGM9nQyNcXYA,0
3895,5xgCtfzzQzJbitnlMds9Xg,0
3901,5xlF2KTp58gao5VAWW0b2A,0
9865,5y2zZGIE2a4tuEJ5FhSVrQ,2
4102,5yDDRUmZqITbQchkECWOnw,0
12032,5yOUrUqX6fXnrrqElzm7Dg,0
20397,5yWLydLyuXSsYYLe_7EpNQ,0
17559,5yh-C--0BDAKQ3NYKNlyFg,0
13967,5ywf23XM5HpRHIYtZGmQ3g,4
15941,5z-5y764waLgu8ooVkL93g,1
2062,5zALCqh6CFLDVnCm6LmHNg,4
10365,5z_Qe6d800Y64zRqp1LJjA,2
16495,5zb7vSb1gj7gCGjsqRUknw,3
12475,6-DW3_U02V_0HuOoD_wTNA,0
19460,6-HNU_8lBVytuVDAY-yIrw,0
127,6-HTwJDZ6CvqRNA9E-ymYw,2
15252,6-Ho_oMHz4H3h2zp4TnbCw,3
17371,6-PThU0EzyDg1HHEJ8Y4WQ,2
20650,6-T0gNFYSjlixQJxaOE6sA,0
21016,6-kH79SpoMeIKDIEBwchPA,2
3953,6-xKPEoyredFYbQ-UHL3Tw,0
15565,6-zDq_8kYIUiIns_---efg,0
17584,60WzJUIw-K9EYutAsF3U7g,2
8393,60cpZ0c0cMdEUwyMWNPyJQ,2
7332,60oOJAaK3DV5tRzqVVkwSg,2
11491,60qS8CPm8Jz_lXqnnOJC-g,4
10122,60vb4AVBOao8jZ_ZgXzrsw,2
7627,611H1m0ZR0xCAhkifvzJGw,1
10486,614soaXtiuEQy2ZiCVHRdA,4
15932,617i_yosG8RsdAZjwTncXA,3
8893,61AymMi8D4RTQ2aa1w41ew,0
5057,61Z0Nw8AG9HLsavDBvY3WQ,2
16603,61aqBEADgfymDEc1yK1a5A,0
21228,62Ua_DbaZk7sZhK0HWVDUA,5
19755,62rOLUnCqzvhRiPGaCaIow,5
19821,63DOXnSA8gJqnPC4Usq5qA,0
9078,63PCQsRw7pwk2C2aGaTsaA,2
16606,63X7aw-9xPYjyV-qe6lXKA,0
1362,63fqU8G2kmGvaFkGNN7w3Q,3
1966,63gEnqPvrS0S3nQEfvA0tw,0
12063,63i6yt5Yz847QbIDBJdBmQ,2
239,63jn4a5ZgAildT7GXw0HZw,0
11546,63uqZAAmP2Sq8odbKmOjEg,2
17560,64gS3zDS_W8H5INa0E9yFA,2
4093,65q3Pi3EyNqrbTDiPFXxBw,2
20664,66DtDVod6fSI7JgUh8V0PQ,5
8581,66FOfwufvJ7vmNYaX59EWg,2
4219,66X3gaq2MkX14BfTubIrhQ,0
5124,66ZQeGesqO6ZuVtJT7-1lw,0
21715,66boHcTpRobWUIcUeiLCGg,4
10545,66fwvplbaKu-gu46OUnL6A,0
8032,67M-c07779LYkfN8YriO_Q,5
6783,67RCzxxy6p-dQlE-Tp2HSw,2
4974,67YyY0CYMstt9SDUtvqHRQ,2
12346,67bZm-KQQCwSat7_jmiVbA,2
728,67w0M7LneP7STSN-_c263g,2
16678,67w97cg2K57K_D0fabYTFw,4
13729,681pvUr4IbF-kJT4oQ_xbw,4
2553,686e1yXjYPnIVI8EQGb6QA,0
4085,68A6GHExOT2QtXBW1Hs7IA,1
13401,68Ib7uEjjET1OhyKipmqtg,2
20413,68K_UmF8DcRWproOb66Xnw,2
6511,68WLbPvpjzHoaeyT-ftq0g,2
17757,68uSRcpBeEnu3x9FbjSH7Q,0
18121,690D0hiCLwh1-p5VRkkJkw,5
18728,692lPmymZpsspAtXmorCng,0
1836,69CwdTBzlwParRVLQUvPqA,0
20796,69Dc1qGkiu1CWtCVFBUP2g,4
19726,69HvS7dFJSYwy67S8uxs1A,4
15762,69dS_7v3CdDR6seeJgIvWA,0
7996,69ktbrnWiUAcP8d-4dTx7Q,2
9082,69sWBA04BcAed13Y9RXCKA,1
5495,69vv8ch4E0XrYs_bPYsOxw,0
12659,69xyiThxVfgUmWQwTDSiRw,0
14590,6A-flzVZVs1l-Jsl4tRvjQ,2
4372,6A8smdPYPc1u5pP1ATZQug,2
17093,6AFUZG8GBgztFfIzZKQfDQ,2
12941,6AegfVM8DL6sC9uNTUo7Tw,1
2843,6AeuoDKt54XRIzmaNY35yA,3
2267,6AlUE3X-Wf2RTB4tFUdS1A,0
3112,6AllAkhfrojPaf7VyFB5XQ,3
14843,6ArWSYtf6Yxn_PC41i8lxw,0
20422,6BKJEAryeA4YvWaJqLkPDg,3
9732,6BaxtPcX1pn46pGAyHDPNA,0
13868,6BdX9gLTmHiR3-ykAnOrlw,4
15085,6BfhLtpyHz2eOgnPGLrSgA,0
6790,6CeMz6C-jCAdboN_G_4jjw,5
9761,6CqP1-PGHdP1_USt1Z-nbw,0
6532,6Cy29m9vyTvuChSotVNsEw,1
10603,6DLOzRk9EWYQfQCgqA2EgQ,2
1354,6DMFEXPgDPrsGWnbgYgnug,2
21465,6DN9YvfLja9U9hXH1wNBCw,0
3409,6DTGrYAWhDWGT2LDPFRoeQ,0
2877,6DZ9u5864fiQhGLc1dwFAQ,0
15982,6DqLDOA6fCdrK68hjjk0Kg,0
9743,6DvET5Np7ZnGCSCoq0A1vg,0
19245,6Dx4n4SebceakIm38k6MPg,0
622,6Dzcoj6fmsYiYQsl95pDmg,4
3004,6E1CQK_3VfXC4-dNji9A_w,4
7555,6EDyFk8NtkppTVYA-jSC2A,4
14276,6EOhOxMqxhHNOGXyzf36EA,4
8628,6EOv1pdlv2OXY_tRNb5Kiw,0
18927,6EUtpjzboJZ7xyvj0XFP3g,2
13667,6EYH4q1CUqNel5mqGX755w,3
12215,6EaNM-3789Zd_hFiWu1Ylw,0
3884,6Eqd0u2FCnoBa9uqR9mXFg,5
17362,6F6sEzzJjVqLMFjn2Q4x7w,0
22187,6F9RgnrGBb9e2cWmAKKlng,0
4511,6FC0_REOnBYmIMWrmFV0Sg,0
2063,6FCbc_hzcF_YZjgaDAEyzw,0
10235,6FGTHtfXMb-4mO2kcGFU_w,4
7407,6FQn8Mm5knwRt9UjLYoqTw,5
4648,6FeVQr1dIgo4WYKYvxLaNQ,0
19308,6FrAc48tFSyVp-wAfOKHXw,0
1057,6GCiFDk0MDGtNWQTRgK71Q,0
15979,6GNwUSsmbQDug0QUfFGTjQ,2
16570,6GPuwJdkmq6ivdisifwb3A,2
7775,6GPwtrA6jYiuSvg2xfPpwg,0
19279,6GVXkD1OAXDyH3WfNLMQnA,5
4620,6Gxs1T1lJJ1PlMWZIcEw_g,2
18711,6HVR1WjB9eejnIx8ZLFfAw,2
8256,6Ha16oL62qG45SMSZGYRNg,5
6339,6HwWz3yfEz1aAb_GO6OY2Q,0
15475,6Hw_aGVvccbdBTVDM_iugg,2
7267,6I7L-n7JGCEQ5j61TXnpGg,0
2344,6IAYPQjMiH0cH_1QjoDlSw,2
7028,6IDOo_TmhiK3P5JLw-c1ag,2
6180,6IGfHOaX2sYEeryv799Uag,0
8591,6IH0CcD1REoW-q4-RtfVow,0
6234,6IH4Z1kGVbQ-KcQIJ2kzOA,0
13613,6ISmT-cX67id0WAw-hz6dQ,2
10840,6IUPW4KoPxASGVZ80dFwtA,0
5513,6IUZ6KuF253u3L3w2-uVeQ,4
22288,6IeiU0e8EhxO-MnVdkuUeg,2
16122,6Iqu6fIvRdxqo8Jl5KX8kg,3
20028,6JSvgC1B018DHQ6KLqG0Yg,0
3284,6JTSf_RjP0yeKfQTObLdmw,0
11924,6JW3E3NMJTjtp5N0rd4tYA,1
6090,6JkeIyQ2CbCXluFyyQXuIg,0
6459,6JtkfWLlKi3bZQsaLpLtQA,4
11481,6JujBfwaWcvw5pMphSgu-g,3
20418,6KGBXOeSJYf9ePdyAUmx3g,2
1725,6KPO-9XHgV3dPlRRIPKXSw,3
5240,6KVNVyUXZaRwYsX6UJloew,2
12901,6KW6Pck2dKH1t-LaisxsCg,2
5206,6KYQbtRBNbdTQR4ZYE2t_Q,2
5618,6LRb_EQMFXVpI3t-bXvz9g,3
2427,6LfnTf2hIzmOxN2Ep9jfoA,2
5370,6LsklwLyHLr08W8uKjVI1Q,5
21206,6MAjDJhg9aiVA-tPTjA1kA,2
5118,6MBDfiPUO4XeHyzLlz_uSQ,2
3397,6MHjTNSVbvq76FizWOoAhA,2
6685,6MUMsPgpUdzj8cLWv1PSvg,0
14136,6M_xAC9lkdcIgGSeNQa98A,0
8817,6MyJrmm8rEfjOQ_V0oNKtQ,2
9857,6NXKmsHEpy3u_rlZM8qtag,0
4110,6O4WH184-OUHzrGrslEnFg,2
4560,6OKKeih3EjAoKYNIl3sEOA,0
20620,6OSyfEFTIdU6TedMkUm3yg,4
8304,6OcDg2ZECfSCHckCjMNYdA,2
6686,6Ocfv7s74B_1XE4EyXC5OQ,0
9428,6Oft1nRenIWFv6e9L1DQnQ,0
885,6On8ikyZAYMpVDXg_v5zow,1
19058,6OsxGHxsv_04pKcQNqU9_Q,3
2008,6OyLhPX0HGZKbuo6Il9OJg,2
442,6PGwg4yEhK2GyS_wqsLD-w,0
12303,6PXOq4n8wqhHcv-tMotfwQ,0
7440,6PabYgrzNoLiU9x5U27yGg,0
2449,6PvTFH1UjGPviWU3xq1NWA,0
5619,6PxYiOv0NkiR5KnYtYkTVQ,5
18720,6Q--hU5z4036KR6ol-joyw,4
3257,6Q89YZ609mLbsDLG_m_kdg,0
21925,6Q9JQPI_-HkJgp8oQlp97g,2
15627,6QGzQFnpUP15fu9xohc-Dg,0
16326,6QUS4mR3_CIzADI-7jY6HQ,0
13830,6Qe0t-QJ9iAhAI2I7-bgSA,2
18278,6QnzM6_0gEdnlD99_lMniQ,0
548,6Qu9iFAvVWAf50_idwrA3Q,0
21620,6R-ugYerildCn61Cwmbs9A,1
17358,6RIaZ4RfwEQElRJ2KVyFqg,2
6021,6R_11ahjP4k61pp8qSOl6g,0
20934,6Rsn96NKYwjy0QuWlW6Nww,3
18305,6SAMpRHvU5SHk9pZMjICcw,1
16059,6SnXHtmyWr_n83bhU002nw,4
4967,6SyXtr1LBvTb3SzvDU_2ng,0
2469,6TnK9A0o8uDAh0nolHdJyQ,1
2846,6U0WcCHTecvgcZZOJkonDA,5
13145,6U2oXOp_66uYJoAcbmp_pA,0
18298,6U62k7RdSqP-zvUNyfALfw,5
2345,6UAwQgu7ElZ0VuRlTpcDnA,2
9306,6UH33-zmNlxQZkwFW_Xgjw,2
20273,6ULOwdJbJPlmNuHsmRCURA,0
669,6UZKsr0TrsdZ61jwOjIiyA,2
12721,6VIJCSggWeirei3pWujZPQ,0
3530,6VbaBeHWV61-NKpF1tb__Q,1
2485,6VdXVorrXIL2l-c8n4sLSA,0
6413,6VhtbD5J97IEhF8XG-6l5A,2
8255,6WMNSsKE9iwENGGpRCBcMQ,0
15490,6WePfdHefJLYFhg4QSyvoQ,0
9219,6WhNEgyg4Q7oMRvlJG_NAA,0
13203,6WpoX3pxm5XS4tLurw-gGA,0
17812,6Wwqfy1M7xP93u5b6UJe1A,5
19602,6WykIlIh7rTXs6FxsxMkFg,0
17404,6X5fyDLa2bMDZwnrF1F94A,2
11847,6X8XUK2tB9isAzve4ZASjg,0
8157,6XXTB2lGw8FICjmGbd6m5g,0
5293,6XbCs25jkeZ4JJK7e19Oxw,0
13630,6Ys2XaZlp5V_TobupYSfcQ,4
17461,6YwNOw7mR84ZStXbUXPApA,2
8145,6ZP7F7CdpvQdzcgx-JgbpA,0
19031,6ZhQ-i0duGw7yQS8O6XBag,0
16890,6ZnN-XpohwPp8ItpTMFZ5g,0
14232,6_AoPz9FLtAER9_mknG2Mw,0
4519,6_B7oDJjFDJdccOZV0Llkg,3
9441,6_E2a7Xu_hX4_bRCeCrHsw,2
21026,6_G6XL7KXXDcwMw9ur8PCg,0
2441,6_W4zObD62lbneAHPVBV7w,0
14445,6_XMlraOEBG5fJEFE8hHSg,2
9626,6_bhOFcrkBAM8QxI-cRsuQ,0
13444,6_dhU8mb5nGoA9iPDUnsCA,0
13507,6_h26qfT84ktoOb1roAxaA,3
6996,6_kIJCl-_Q5f9MJQUOACyw,5
11593,6aJsh9HsCXtMZaldXjNHwA,1
19316,6aM9JvXuW5i3-Asz_fv9Aw,4
20298,6aR_85vbSxUP3nHyB1tXzw,2
21621,6aVbyemR7bIBnjjEQhOW9A,0
8577,6arn-THdlXiQJ7-FAGFjEg,0
15890,6au8S6V5PJkYyP6bXYDOYg,0
13010,6b2XAWzUtm-QWkv-Jx7aEw,0
18730,6b2fExE6NhWDeMdvtrVAhA,3
13403,6bAvxtr0T-bgRJ3uDbRVhg,2
18409,6bDK5_ku8EuJfVtOmj5n7Q,0
11845,6bTFzo9nDcTMLWO_aEc9MQ,0
15626,6bfLjcPAlQWsr0IXKe6kXA,0
17946,6brpJ9pBfZQQ7zminWlcIg,4
5222,6cIzTqQGthBctMWzxLHwRQ,2
14383,6cMzuJH4YW4VSPyJLwHM5A,2
14396,6cO0eBFIxqpPMU9o7X0Jtw,0
10573,6cPilNSNhUXTEdJ65lHyPQ,0
2987,6cR2Qipv6l4MODtmxSwThg,4
6041,6cdBDAdo46P7iiV5gyM6Eg,4
16949,6cpyParNNfo2c0XFm4caVA,2
13787,6cyEZaDb5a6BdsaaqEHhJg,4
13901,6d-J-chRDcpH80stGBk2JQ,5
14778,6dE6CEKlj_4fXWyTT37bkw,3
21967,6dMajspOB81g-7dBaaGMwA,2
2699,6dNqCyz560TfCxgeuTqvng,2
14863,6dnQPUjrOZAf_Ojyd8ns2g,0
6510,6dqbIXR4k0veOu62aFxiyA,0
18439,6dyfrxVH0yTp4cNkMirv6Q,4
21179,6e-t46yHahLK4m6Bkb9wVQ,4
6398,6e3UQmbqFLGWWDCI5VczCA,2
12706,6eOzT4YaTjbCQa9RrXMD3Q,4
9277,6eQyyM3BS_UFtMD1bB5FSQ,4
17216,6eTZ-J2md8aY03q_T66Mxg,0
14990,6fSQ_6_1Ii9W-gWsr2Ol3w,0
21590,6fTBQ31fQ9zPvr0jPx-pWg,4
10490,6fX7zXdzM0azLyyDbjSP3g,4
13777,6fbYsp7Dj9KEPZHFqZP_Jw,2
6372,6ffy_OEpZDQJNpNMXCmF3g,4
7712,6fiZiMpNoccdhzAQghFojA,4
15961,6fyO3NxbqTVoSYjmcjNCFA,2
3668,6gFiouExr6JeCEgOkgoFqA,2
11932,6gUancdQRGvh0yTTaG5pGg,5
20790,6gkTz4BW7vDFjZX1_XQV4g,5
17583,6gmn3PMS48EuGy5oUq1fKg,0
1875,6gyTKd8loGLcTtw947pdZw,2
8744,6hDRZf8FyTEXOiuoV8tHcQ,0
15130,6hOD_aA4wvuU9uDLdypm6g,4
20342,6hhNkVHjDI2J3Hglxl5VrA,4
7539,6i66599B1aBE-yCflAkQFQ,0
9652,6iJaiRE7Z70Ql8a2t-X2EQ,5
10297,6iKdnAjgAedjTR12tDMhZQ,0
3469,6iV7gLvtLuLeGlgqZtnZeg,2
9333,6iVij_nZl6GrEF_pgpo5kg,0
2317,6iapisoUASslTPzn8UzLsA,0
14882,6igZpgxudV9m9pGGqLbsgw,3
19739,6ioXM3tNO_edtctzURe41Q,1
6256,6iqSpoREEtqcFaM3sFkDeQ,0
8341,6irq9bGf9M2ePQSRwope1Q,0
4365,6iwIL2YFPkVBAn-Hp2TH2Q,0
13340,6j08BaB2uLcFRgkJFf-g1A,2
12421,6j8tlyelxApm5drzREcUtQ,4
16675,6jPmlK85Om1BAiJ7PrbfZw,0
4499,6jezSN1pgzrLAA97h-3xdA,1
13804,6jztPXqiCczXjkv0UIS0Zg,4
6279,6k6GffFviIexNxDbV9h7CQ,5
16058,6kejomcOU_VNehocsDtyGA,0
13759,6kp9hYmk4QDTI4FKVg7JMQ,5
20815,6l3j3ZGUMhIKC-NNe3Fj8w,2
18429,6lJBDtDlSOELnDOEy7W__Q,5
16701,6lM6hU93K7Sjt0iFyAKxwA,0
19769,6lRjo3yC6e9lgtGPpGfy4g,0
20739,6m2T0e4JbyeWDJzAUg6SKA,1
22095,6m3juH_K3H7vhwD0NNUJPg,3
21485,6m9_JlB9t0-L0oTjKvkDbQ,0
18884,6mEy-11tCiCbivhrBLu4yA,3
15580,6meC7ImrrpDg2tvtGSqx9w,3
18928,6mfGsyuWJ7MwKaN58xQJog,2
