,business,cluster
2136,7zKzYFZdHGPmu_ou-2aI5A,3
3999,8-22ohfaRfhcsEFh1oQwdQ,0
16013,8-ELDN7-aGkIyn4ynjQwNQ,5
16593,8-N9q6Hbro12AWImPbLHug,0
7824,8-TxxucGR8TTrnV0Oxxhgw,5
104,8-c3inSFv8exF0pgCSLRNQ,3
13310,8-d3EoJJy8gRuLgJqXJDaw,0
8297,8-ef0d3qN78S6nsuzMxlnA,0
13044,8-ntBJEzDBvsrCUJ1FHcwg,1
19342,8-p6jr-vOOLDPnindWDcpg,0
2046,8-u6d8WCzYNExizuMS0NJw,3
8944,808JwvDGIJeXuFG0rLaepA,0
4084,80MtTQencUGE6ENS7T1hgg,2
10504,815cUzbB_CSR9Gp1LuoceQ,3
21171,819A1hvcVDi1FQUMFJMzaA,0
937,81CMVZcKyijdSYUeMBwEsg,0
2985,81Eo0f3SjtNjEFjzeYQcvw,5
4542,81bhH91cqsmqkMxx8M47-Q,5
5891,81lf1eTJAIEHRNlFDMSNpQ,1
6982,81sJq9vYvCyCseYvKhUkZA,3
6646,82nmtXeLuMwJeQC4zmbAFw,0
21251,83bxH4FdO8p6rNN-_Abawg,0
7825,83cP0x2RR2mx9v-1IzK9KQ,3
6297,841cpxa_oL90-MyXZcCmgQ,3
5104,846yJEz_Al_X5UmBSPilnw,1
14333,84CsN2uw4eT467ujsh5JAQ,0
17151,84hWFEdjyK9wRFiFOCgfYg,4
547,84k9weR4Og4bQxZg4X8s5A,0
4995,84waVkkFIgqnuTjm152WiA,3
8001,854A220wdU1BVzTLMwsTkg,1
11063,858UazVS68ortMbYBAxrHA,5
20455,85NUc8E72D-HYGhvTcdwCQ,2
1360,85kvoOhnWOtoXXXbav754g,1
2021,85tjWB7zkaihWdbdm9DF3Q,2
19851,860otJ8a8SDh-u81HWovnw,0
2951,862eOP-WFgIdF3Wk4DKqww,1
19883,862s0sIoDOwWPIyQXmzSnw,5
2301,86ojKiHHj7i40JO938JJ4A,5
19283,870M-wvH77rDMYYvYeoMpQ,0
6899,877rZ8N0PVUaM1TS0Rpurg,5
7240,87hJQ9EQK1sG8MWR-kybAA,5
14050,87iw7Wg32fbbdZDKmoTp8A,4
22051,87ls7-pCdQ7IQY-0Oscbiw,0
14300,88TGUF9lIcvNal7FhuEC5Q,5
8559,88ijYVzTnr4xHZhIrPh8Ug,0
6983,88kosdu9NbLZnHrioyPSGg,3
4310,89L_7eFIi6uizY7Ij_To5A,0
9285,89QLdUDKCn7GTzqIVUvRwg,5
8227,89o7L6DHdjOPvus0Wsrr6A,4
10023,89qu2ET7ade88bzzjX3mYA,5
13539,8A9bsd1S3INHzYok3WeJJw,5
1209,8AqIiQeKYT8YdJPsc6OFPQ,0
17661,8AxU4go7bdeFd5qEUJzaQQ,1
18913,8BGq4gq6uwt6PKhjNPx8PQ,3
809,8BLK539qdK0kir1adgCcbQ,5
887,8BTzQCjdEc7Rxj2QWafTAA,0
13155,8BXNx1_DPZjbVgJYPLh0AQ,1
13189,8Blu6PDIUppJsvWWasM4zA,0
10877,8BxmyFhp0avSjdF1CjgIig,0
22179,8C8meZrHZO42Gh8xFD-iFA,1
3048,8CJuG4kLjFGCHqRFVRtV-g,2
1197,8CveGZ445aFcAWN2DhClNA,3
9450,8CwzAVQggBLf50ykJlJR6w,1
11374,8D0ljgY39D6RMFUk0OBmJw,1
7423,8D29BL6Yead95214DrcVJA,3
4141,8DKB2DY4ZRhwRi8UFRFL1A,1
20452,8DaOKltvuqXnh8zPGC2MFQ,5
15891,8Dga4I-cMTIsQtM2-5hT6A,5
9036,8DvQHwC9P5xsYubgJS47Xw,5
21316,8DwySBUy4AsRrEHI58yyKg,2
7660,8E3tuBUHLH0SX4fi-T_PVw,1
21590,8E_h16-RLxME3YqzqhJRNw,1
2720,8EftL8zYRzY1KGlCr5-owg,3
21054,8EkCTsWUdDXuL-FcFm6Z7A,0
21369,8F4-5ItjmyTEzhpJbbjyQg,1
4701,8FDt0a8jrJE8ClZuum8lUw,5
18765,8FU8soDb92RmOLUmPVzQ9g,3
6118,8FWYHzy-ibeJ1mwaw560Vg,0
18372,8FWlmqDqbWEQ8px_gm_ohQ,0
20156,8FfkLrnsasfpnlX7fpBsCQ,0
18351,8Fkjbe0JLv3_Bn_RLphy9g,1
19167,8G8T_keBzSYwP9_JUjmifQ,2
21385,8GRRaNpceOQYvYuH1oWSRg,1
4785,8GVj-Qm2bdw_w4pKAjjbuQ,1
5096,8Gap8LA0r0x8Yc4eybHl6A,0
7497,8GfPt82px0MYo9McLIYH7Q,3
5877,8GglJNhmQ_NUafgx2vNYIQ,3
15741,8GlSKTjZhzgghRT1I74LXA,5
4993,8GpfLEJ-HZKhSV3ka30HMg,0
5029,8Gs5Civ8LpPKu_lc-bmn4g,5
635,8GusTJDbsUChxDYP677npg,5
21425,8GvZrBn6mDci6Q8ZvX3j-A,0
15231,8H8IgRRcqbbTavV0vnzWgQ,5
21138,8HXhzDL3GSW57dbGACnXBg,0
18163,8HdP8F-_VQleiy0HzEvnWA,3
11304,8HqUl6witSBb156Kohx74A,5
12392,8IRdHEmHpsyiZ5-qFcg1Uw,0
11701,8IWRYEre7u7ECazcjuFSbQ,5
9876,8ImpksuFWNKgakbqn5s-KQ,4
2224,8IowMjhFxsQjblnLn8o5Mw,4
1621,8JDbhZfA2cbrqswYTFHbvA,5
15399,8JOnjp9AdTI7fPtlgGir-g,1
7762,8JUvmYrINa5x_6M1zfiahg,1
11587,8JY5qlHGbLQJ0V_oj_WDXw,0
5560,8JhWp7gaaH864slg1CdI3A,5
6611,8JsnxknnGkY4d8jKBaCW3g,3
5250,8JtId78sane-Uj0hIxPTLQ,3
16795,8Jx-8kBsJ3WcmCJBy_1L-A,4
17928,8K4VFl_8HBAI5X35cbzJVw,1
11566,8K78k6B0BHRE_vYLMyqD3g,4
16744,8KEp5aAwC376xUh3l8VYog,3
17871,8KtQ9Qgkdh7Txg0O9cTVxw,1
21763,8KxhLYT8n-NjHrvrth_oKg,1
9218,8L2PGIvoFGL9k-K6cf8k_A,1
4774,8L6_5Dfl9qo386xoAM9Eog,4
21972,8LS0JMisEAQUEECAcLh9Bw,0
2047,8LpjfraQDSutn43jUwEmqA,0
2664,8MC_OTbnIA1_Lrb8Jd46pA,1
7868,8MSRmXqUfsopMdaAI9fMdA,1
20013,8MVKLhXUxXTwPKGv0dXt2Q,0
10400,8MYqHd8AXxzwPxvlYjIldA,0
12802,8Mac4--fRVaofD7oUGSpog,4
17730,8MjFCR678cAgq3ckzt0oKA,0
4795,8NTQBiidu9XAEDF1HqiGwQ,3
5544,8NslOTBN5jPV44Czc_RG9A,1
7872,8OOwp8HQTCX3pMH6yTDvFQ,0
19345,8ObP0TkieeTvTbm7gfP0mg,0
9561,8OdYS3uMc5lQpJaMmNf0ig,5
6812,8OqZsuc81DK9yt5NgKxnVg,5
2415,8P5obQS1kIJqo8etKeWDYA,1
12803,8P9OMQdSbYoxnjig43bBKw,0
13315,8PAB_PURzWMVnWOKINviHg,1
2663,8PX_fTzOZ4k1kJUo3o3JXA,0
3743,8PXlZ_VfxoyDDylYeq4xwA,1
6045,8PlA4B5pJ9wEOW-Rf-0iNg,0
8403,8PoYhKhda9Tp857EqBjEKA,0
8468,8PvpKSrU_UpBW293FvIH2g,0
20167,8Py_eA-lBucajwzLLsl16w,1
16527,8Q2tCA49GP5GxqIV-BDP6w,3
13840,8QAcp2xDFcXi9x0y-hiXnQ,0
824,8QSlsu6rgENMMVKLWBGBVw,3
395,8Qalp-5SiGMiZj_9VnVrxw,1
20097,8QgoJ7owwE37bJrzsYRUOQ,4
21247,8Qqo9RrHiADyMNee5Hy9YA,5
9046,8QtKErAXmfpbXEuruVMlfg,1
10194,8QuJyuR_WkHZpWjvA2Lquw,0
11659,8R3zQV49GCreVwWlXjJntA,5
1388,8RA2N0jmuMBfFqHQhtK4qQ,2
2559,8RG6_egQd3dmtxbFzS02Ew,5
17889,8ROz3elfCwFhS_fELKFLPQ,3
13659,8RPIjybMh5Eg90eVsv3fRQ,5
5213,8RYbH0-_Cjn6jAcp6SCyDg,5
493,8RcJi9oQNTSMISxtmKHTbw,2
10664,8RiNdJHzSjp6MLJSXe2_MQ,0
6797,8RzlQdpJXtZexqGSnyGz7g,3
8060,8S4FyqLtn5xeanIH6DW-2Q,1
18014,8SIzozOKrlAxRZlsiM16iw,0
17706,8SRSfomKBEGrcEli_9b95A,0
8670,8STktuWYzUk64UNrmwGJ6w,0
11228,8SXt8YR7casNDLLPQBSzgQ,5
17865,8SnpSe6YXHXE-Jo66bYKMQ,5
9201,8SqxzaPVVBTIxrbJKZwDxg,5
6593,8T8wheOYmatv7VKNYZYBNw,4
7967,8TAGGOEuFCiQMBr3vAr0ZQ,0
18722,8TNJvpCuhkbq5dkV7NDjJw,5
6546,8TVcryI16H2j0Mk8CxpIjw,3
1982,8TaXpiXbGLVJ26VEnrxyEg,1
20392,8Ti6F_8mG7adAY1XyixcEA,1
6102,8U8RaQ0gxhSEVicFWqkheg,0
190,8UIpOKSN4hGLnNyLOsxSPQ,3
20846,8UNbl3WhmtCKGkHwyaCSww,5
13091,8UY9gD3s4QSqgEvOWsyfnA,1
11119,8UsGtGEoizcTTtYoRTPEsw,5
8838,8VHc6Uv_DjhAItBsFWX3rg,0
15991,8VJLo3cKTZzOuMDqd1A_bw,5
17359,8W0rDPypX1TTRE9LonzuYQ,0
11413,8W1hGEhdKhLvSEkDuYVs-g,4
18335,8W76AO7Bbn_IodoZrCoLag,2
16445,8W90u6WFGf1lEw2xayUdnQ,3
2066,8WDcbPkk_GbmQ7fO9Dpb_g,0
15321,8WJmOq0K_AEc4Ey5UcfcDw,5
515,8WjTdvSpHs5BMIZDVev6Dg,3
10379,8WrTRXLvxSTFJl9_IIS6Hw,1
4601,8Ww-OVQ8W1PEkNSGb4vtdg,1
18831,8XgmkJYIOoh7WrprTA8m6Q,1
8355,8XhVDqA7gTtiwy6VFk1_Ow,1
20456,8Xho0-3X65CyApDzJv5zqg,5
3229,8Xt_UJ1slAOtL_PmARDEXg,3
2054,8XyEpVdAO0o6iVkVxkWosQ,0
16450,8YNWcKwerh7FzlsHU7NCGg,0
3078,8YUOS9wxKAPmvFz9ErsQIA,0
9111,8Z9-Au99vZvLVBPa0DqoHw,5
8737,8ZLwi66OerPy7eC2rylm1w,1
8014,8ZNIUkcPwE7xwSfJUtCIeA,1
13618,8ZUyAjVYqYLZAA_-qPqeRw,2
4563,8ZXXHNk0B_OifNXmd2F7qg,1
17989,8ZtteMzXHBSu-Bg3yNPyKQ,3
20832,8ZzIMmo-x3totQFOgMEc9w,1
19784,8ZzyjSUuZgMFCakOmlaYkw,3
14403,8_19JBPE70gSWwQ0ORn3Bw,1
16967,8_F07dXfXaFttIE-mvDSMg,3
13391,8_Gaj8qR5ECsJTg7hwN-dw,3
11894,8_XQz6c-zRgZtwoaGo4CnQ,1
6855,8a26_yFXxIm8E6cDAZ4Qxw,1
15442,8a9xOQJqOafyGe1_2olTgw,3
7689,8aOCU6NvsKhnRc3TOByvqg,4
2621,8b2NluDAtv4YQlq5-e1Zhw,5
14410,8bCP6L_SPzmr5RkGiitsew,3
7254,8bSyhLn9kTxOqJpmqFulSQ,5
17770,8b_czABQ39Ju_ltL4Eu93g,0
10617,8c-MjRQ-pjCIVnVY_J4zwg,0
3645,8cCSMt_4BRQpl3OMlq3pjQ,1
6752,8cKup9J1Ph3BHkACq8dBQA,5
21617,8cf9q1a3Dxbe1_che_bwwA,2
2120,8cg5-21VaCD6j6PJXufXwA,0
18088,8cw2pBx_eNuP6rO5C0JD5Q,1
13301,8d2Er8ausWsergvlmkaxnQ,1
5296,8d2spV_x1fhlquN4SNXTVQ,1
7657,8dGJfGrSBthXtFSNRGEYFA,5
19179,8dP8AaDt3C9QrPVD-L8-xQ,5
11051,8dhjtmey3cYJOgx0Jw5iuw,3
1864,8dqiztOMJtWkZD6PteZMZw,0
17357,8e5JXiIn4Gi-OLt42SF-ww,4
16824,8eEQB1jZioLy6gg1jFfhgg,2
3941,8eFA0rwek90Ek23rqHveXA,4
353,8eJ1gEaswRl6TAZmn25Ekg,5
21114,8eXfPENUOUDfQJ_mwssA5Q,3
10022,8eiXO2WWXHAPLpPUGcl4Fg,0
10418,8f2PxzyugbNesyWklyhBEA,0
5101,8fBugqJYpk5uL81aV46TDA,5
16566,8fHBA5xsy36ne46C-ahWNw,3
4657,8fRuh5u49y-M4Pd11fJsVw,5
17237,8fTPyEbwbxaCy4-myXnxTA,4
21409,8fiQLICK1f3Mhw963oRimA,5
9965,8flAaTxAIxS6ST-jPcE4iw,4
12528,8gGAYeHP50rtcda0s6JtMQ,1
6500,8gIr1w7wVHJlH1OBPXEq2Q,4
11373,8gZArGU-Q1f52-TKXnim_A,5
31,8gkn6ZKsxdbX2CRZ33UTcQ,1
3520,8gmU-D2kqGRc-f3Vx626IQ,1
15141,8goTOlaQVmAsvxHEkiAAsw,1
10633,8hFJWekVQ5zTByaWZyQe7A,1
4509,8hGvAFOswW9f-uiWULlcxg,5
16246,8iyyM5qIrPxzHc9oSaQpng,0
3670,8j-1yAmV8xnuN_35F8rhMQ,1
10953,8jEJdweqpZJpX9SXn5hacw,5
10355,8jOP0r2NPF9hidrLbzu7qA,0
10323,8k5GBawq5vdKl9tlZMAGHA,0
972,8kBKbXca-U3xK07dk_HQkg,3
8402,8kWnaBnl2CSHOJMyvh2VtQ,4
2102,8kbiEQdGCHJ2nmOPaEz8sw,3
2649,8kmlQkBp4twO2HeR2SJGsw,1
17997,8knyQMq1i8DnWTC7MYsILA,3
1584,8l0EDVufIHo5ne6p_DuYJA,5
13292,8l0YETlatbYCB5fU9P9OAQ,2
6760,8l0zeJCRfAL8BYrnDxPcJQ,5
4800,8lYO5TTCErq3m7kP8tVE1Q,4
15405,8lo4wb7Q3xqG58BEiJX_sA,4
2063,8lvvoL66qTlO1sLua3Dr8g,5
1642,8m4-_ekY3bJb4LTW8yERKw,2
18319,8mfC045DpCRQGdT49LJkgA,5
10611,8mk-LLso2-c908UfsGXzEQ,3
13606,8nE958BRoOl_pBiRRMp66w,3
21257,8nuHTsqOWI-5ZVH93Fi4dg,0
6339,8nya8sjKEUhCiJt5bC00Tg,5
11469,8oOZMeMg8it2ly0meXp-lw,5
12223,8oSx9J7TX5QmgGCiyAvzKA,1
15260,8p1pxWfx1VSMjOJy3ml-nA,0
4053,8pMM0igBCLpDy7O0DGOPcw,4
3400,8pO4-nIFYBNRqIQFcuhyrQ,5
18911,8peJm2q-mMQgypUVcTqRig,3
12020,8ppQKJQbztS2oOT9uiK_Fw,3
15647,8q4O6gCy2p6AV5b1cpSLng,2
5088,8q5W697uhUfU9BLOi-21hg,0
21244,8qW25bh7DSAXUgmZPmrI1A,3
16617,8qWLpvP_FfLrdrb2xNVDMQ,1
19826,8qgM3KEcLR6D6HMtuDByVg,4
250,8qjIMxmKlvfVSrlYg3gS6g,1
6561,8r9zxT9XWaR-vl_b8DgPPg,5
1316,8rLbdgrOTFmNXg-NpxwV_A,3
10904,8rNo80q0fVddoqMGDWw1hA,0
19568,8rQ4vUJprZuMe7dPERKtwQ,1
17036,8rYXG9FYFo2dwRtkz2CxoA,0
14159,8re3krPCtheVu-sEDLnDqg,3
4362,8rzbKH9qN9XkateqUZjXeA,5
2755,8sEbM_ACHUbBsZ-TRZFXWA,5
6807,8sJ_y0iRNJGSmBsuG2P-Tw,5
15752,8suLHIUEGMLf4oOJ4f5Ziw,0
1673,8tCJrbFaBDvQdpPV_rLqcg,3
117,8tCfXqP2YIUNPQP5EjSrBw,3
17764,8tEsYY_fffhh6ExU4-mJCQ,0
4030,8tHQrQypIXcp8FQcfsQ1Ww,0
242,8tLzmoG8Dluy80_iULO-Xg,5
15908,8tyFkdiS1moATtFgEvKjRQ,1
2827,8u9eU0KkcvsWlnwS7LJ9YQ,3
734,8u_pdcdN66D1dmIZrNK55w,5
8679,8unpXm-JmznTdOe1UQVtBw,0
20245,8usevdObEiPnaun7Gtbt8Q,5
2150,8v6HzGfY2-w7geEcyW0-bA,0
15226,8vqz74CGOeSfgjjx8xfqZQ,0
1881,8vr3oYNhCv_szWnpm3Ctmw,0
9918,8vyIvfO54Rbvh54E5fZhAg,0
12515,8w23xH7YPrOX-z-c5oCamQ,0
18231,8wAEOXMHJgFYFsVJfxjJ0Q,0
13473,8wK4SiOj6CBjupjBU99kcA,3
6818,8wNwP2OY41j3FZA7FC3p8g,1
18772,8wnzI3Z4UE5Gd-VmpiHm0A,3
16840,8woqHVhNFHMhh4k77YSLPQ,0
14962,8wouHFX93woNTDE9YXYsUQ,0
18735,8wyFG60qrjfTKlqtNH5t1g,4
21376,8x069evb3tEBN_zX5KhNRg,0
10635,8x0FK6mZAlSbR4Hd4R7LIw,1
21834,8y1ZO4gPbJxE7i6mPHxz3w,0
4687,8y80RNyHhzLmCsXmTnEwVA,1
13863,8y9ENnQCggTU_giLtl-Qeg,0
15123,8y9SkTATytuW1lVBCWn5zA,0
6492,8yJB-U5FVKAKpk0labJc5A,0
6758,8yWbiBG_nGm9XGklAtssUw,5
4677,8yZK5BB1dPvcl9AcTS92FQ,3
299,8ygBj0DQu5U_lIOc0iUUEQ,3
3161,8yk4SUzKamk_yjhMKDo7bg,3
1152,8zFTfuGWhJyBBi8qJc2S5A,0
3318,8zSsF3QfZXV7m8bBXBGGZw,3
11993,8zekuBcfUnx58znkTHDoVw,2
21396,8zi56Gx07SnUuuvgMOyBzw,4
13255,8zoYxon34ih5E91PncCgGw,0
4514,8zodMGYFK1AnfLkE5rYIbA,5
9296,8zuiYjiZtdRmUx6EJNb6NQ,3
9112,9-Px37wmoraEjuVEGWIFuA,2
16332,9-hQnmIM8QHVhdbACFiWzw,0
18030,9-zEwdbBzi6UIQmuH32eOw,3
8377,9-zmqZezhO2azJhVulZvog,0
11645,9035Gndvz7QlEHGAJ0huDQ,3
21281,90J5Piu8teZpHjGJP5tnHA,3
2017,90_JJItjCbArZkEVvi8Qqw,0
5061,91AxjEzMRuIPhGxFfl7CZQ,0
20598,91G8VNXQmHb-5skJmuhLxw,3
16089,91TEIjTE9fHK7K4Ri7OdcQ,5
12576,92BEpPVAdqCGn3zAbWH9Ww,0
3673,92GuBE3u7ofzN3-mBKvrGQ,5
3903,92NFBx_eyOav7bvD_KtCpg,4
5631,92X82dzQ62R7mZaS2QfaPQ,1
8104,92sz7XTQ4kG6HTzlmzU8-A,1
6852,936JLLXsTk58KaUn1BOMyw,5
1138,93IyD2Ym_ZO0jCwx3tT_bA,0
19754,93RVHK00yLtqyKaCykWqNw,0
7310,93g4ZbqxIqf_SzL5hujyaw,2
18991,93gaDX-ZIkn-sP8EmgBDTQ,1
2496,93lH7YOsMclBOGdJoNM2gA,1
11762,93q9BDW4_WyUHIuQm_NolA,3
18258,9447w86RbV-kxjdMiKgzBQ,1
7634,946uBhjXhJNxKIuOSJnnTA,1
8978,9483gK_I5iq5qND2JTd4Fw,1
9290,94FwlSFJ8VPd-IMX8qw8eg,5
15013,94IWRIVcuZb4lhJLx1d4uQ,3
4497,94UbqQA00MSmjYruydK11Q,3
8168,94YBII_0LDTU5BxtpCLrQA,4
18019,94nJISv8P36za44mijJhog,0
14891,94wZH6-5LzUwO9hZ3vk12A,0
15177,95VVyNZZ5Tt_GsUMQ1dhYw,0
19293,95fZixPauz8qLdF_Eaz0UQ,0
9276,95gv97D2Y2Vfp4CzuqcNmA,5
13293,95pB4BwJLyiAf8GltS_3HQ,0
17155,96FhXcSyvcbSh_of3re41A,5
19755,96LOs-kTw2ZRUMO1SiORFw,2
18158,96Obd63jsY22Awy_QpktKw,5
1813,96Ouc6duThjFmURqWVk0ZA,1
18978,96S6oYcZwm459FDl4KMvBA,1
5357,96vs5IFwHzF5YajtZHm0ow,1
14005,97IDSvrs_Y8eNEDODFcTMA,5
17745,97QJpL2offno6uB_yVUqjw,0
16068,97bK6WFJdJzy0oNNb3X6Hg,5
10742,982H1C2M_zluK9gsS_qvDA,0
10818,98Ax_KjiHKEgs4c8VO83MQ,3
7659,98DHpvPB7-eE2m6zzi1YCA,1
19845,98LgtzR4-DIKqUeZslsENw,0
10285,98WANK1B8YlVqFMk2Qy9nA,1
16236,98X3fAkPw1XumlDNAw328w,0
5545,98gW0dx457WhIKoCSlK0Cw,1
7514,98nmRctDtTOw1A_6-3jumg,2
2715,9922iKMLBg2fVgWfH3UKrg,1
7137,99JLKUgK8N_eQnB48oIUAg,0
4810,99QWPoYEE_qcy4aV7r7ILQ,5
7375,99Spy6MTHbc_vFtOHq-8VA,1
15026,99bY0MwtzCTBSOnNjP4GKw,0
17694,99knW4T5Au5LjvvnbR5tZg,5
2238,99mk73s5IhCn-ENR06XF7Q,0
6003,99paKzz_kaSIWwu_nH04Yg,0
3866,9A5IVTqxLJ8x8_30dJ0iJQ,0
7525,9AK6B1ocVMsv6A_3G50EgA,0
9650,9ALbArFgnopTMjt8oeVvFA,1
1521,9AQ1io2V6_AXM5Yo_H337A,0
20976,9AQw3xHaSca2pjwhTlxmsA,2
9671,9Av3gmD0L3Uy8-MYwlm7eQ,0
18107,9BkHlAh9AvEEWek6sZ5asw,0
1495,9CLW_-8crptx7NJ2EDFO3Q,3
6647,9Ce-PSvoSj9KbgmFKcHhEQ,0
10052,9Cheaa88hMwTDDlfreUuHQ,5
457,9CmCHfkj9u6tl4eZNmIA1g,0
16272,9CrsQ3XWqKF4jOVX7vrFEw,1
8858,9D1_ghmX5zbjVhCXmP5y-w,0
11078,9D1j_nCHbEorP4PMYd9sXQ,0
8598,9D5MHzTTDy0ZQ-8-aMl9Eg,0
11357,9DGXv4jA1XrGMVFLhcyIJw,3
1198,9DcC4MbJ9egYd1zmsLxhcw,4
17275,9DlPwH0oY6A9OMuVLU-pHQ,1
1596,9EOV2GpYKlj9V-TBlFnGtg,2
22166,9Eo8MaPFZNZvb3YsMTx0BA,5
8550,9EyufWDfXLBeYE48MqYi1w,1
13796,9FD3StiLLXokTuvMSYQE7w,0
21156,9FFGLCA2gRm7EGufVGXOww,0
10296,9FL41teFFnl5Sed4URw5QQ,2
2108,9FUT2V5K-jhwsEsmVDyhUg,3
1821,9FUTeZSb0YFmv-3i1OOGgQ,3
17494,9FZ6j7tei7BqBzqgw1EVAw,1
8476,9Fei1xA1Q88oHufWFowS5A,1
6383,9FvlbziwNbNjH81ViZnW8Q,0
5375,9G60UsdBPw7uRI223MCO_w,0
14503,9GE-ms3g5h-VVkbf7h6YHg,5
13367,9GKfYUUASkl6yIvayM9J7A,5
11187,9GO0yZ_h1nZNZjn-yb0qDA,1
5740,9GQouw5xWgnB_32B-e6Cwg,5
16467,9GR441LoMu-Ib-Efvy9T8w,5
4535,9Gu424-uBN0apNRTCl6XlA,1
20217,9H0dtrIBFD2PAcS90367Xg,5
6504,9HEpi8xhV6sy2ecw-Bb3tg,0
6782,9HGtYuYPE0zD-wvzX9EgJQ,1
21082,9HKJxKaacRff9CZNsaAxew,2
15189,9HX0MIG5KorS1q_JOnYxPQ,1
6291,9Hb9CPvZxdCwwonCZcf5Ig,5
4224,9HcRMTg16AmBeCXu25EFWQ,0
8684,9Hjuv1MG95XAhae-0M_V9A,1
478,9Hnc2bgChnCgNK1g9tG-Fw,0
6458,9HpzWlWlFYpGWmv1MGYrvg,0
18386,9IWTnYDGb3poZqMqmmRBhw,3
17182,9Ia6cE2IdJfMKllA-Iy0Bw,4
1456,9IdLdQND6Zc4sEA4Y8QP_A,1
22242,9J4kJYDRvqVe9HRMfLo1zg,1
10385,9J79AmDMoFGVaAvlc5aYgA,0
14673,9JM8zeJUQRGVawykbJQ3eg,3
13982,9JSeC-ukl676qGez5a6Flw,5
10163,9J_wnRe792p1OSJSvRfxqw,2
22258,9K2feWWmIJcNaKk1P9LHUw,3
18193,9K8XQQ2j6Zu3ZInThv2YTw,3
1725,9KH-_ANGVq-EeOi-a4fVtQ,0
8064,9KNMyl9Mlx1eV4S0I78Pkg,1
4411,9KZ7EHMMk_cbutf5he6pMQ,0
11150,9LCQ-JB99LPcTIxS90BChw,0
20281,9LNCbdspUDqCMdJtZPo6BA,5
9753,9LPV0rSMkiPocCeOMB-DMA,5
12288,9Liv9yIk1YWkrWyehZi0Vw,1
8558,9MNbN4HvVHD9Tp6KtbM4Hg,0
186,9MbWzPRvxANIbpV5PgggNQ,5
13818,9Met4sE2oRkY7_qGc6Nuqw,5
17003,9MoVMOOt2C8TEkR3hG5WOA,0
20928,9MqBbRTzJP6h0H2pGcTmHA,0
5114,9N9ER28Gp68F3SpAld_zxg,3
14634,9NBOx9-axVvBZNMaWx40hA,0
7400,9NeSwzDlW2g-R3D2RaU4QA,3
21900,9NfoiSRJCi1-P-CLctN1lw,0
11148,9NjBNndqe7vwa7nCpcHBCA,1
2285,9NjEi-Jjxs3ecLxJFQa2aw,5
8479,9OY9njXcM2oyco0envL2MQ,3
2906,9OcHnbU-yzAiVlZxnqm_Yw,5
15488,9Op3X9jg1LX-oQGrRPVjIg,4
18534,9P7YP0P0pnL5pn8OF_Dipg,4
9340,9P7z3ksg5XkJ5Tm6pF0a4g,1
17276,9PYu_0ByBFzJPHqbFstiGQ,0
22002,9Pc43gGqJsr2pQhQFOsuOQ,1
19376,9PncEGNBDNcFAX0v5DSROA,0
16618,9QEgSr7aLRUDLRoQxrmUPg,0
14295,9QMWCoIwmEy6iOcdTbhNwA,4
9868,9QO7KfFLBEdHeVuoAJlqVA,0
16391,9QcdAemR5rKbvsuzcp7_8A,3
5102,9Qm0y_oJ8CUUUa1wrPlkkQ,3
1332,9Qm_-rZ9uKyE6aDQM4a4ng,3
22202,9Qt0V_unx-nuWGpaKqE8CQ,4
831,9QuTmsRK1jyZcDrydC05Pg,5
22275,9QuUoHieum5B7WHQRlE50Q,0
15020,9RCOun8FF_MyOIek_Zffzw,0
4503,9RUitmrNSc5TyipGHe3yAw,5
15935,9RjdgbHTOb1kpR2ER4U1UA,4
3510,9Rtz-0Wxj3Co7eMpG6cD0g,1
9743,9SW2iaxmN3iTf1LyZMTIIg,5
5224,9Shu0_uuUtxs8T90QA__vQ,1
21832,9Sip_Km5R-3CgX7XUHCj6Q,1
15537,9TOOdDVbain9Npjxk_PwBQ,1
8279,9Tut-0rOA4oHWDcc9j8HYQ,4
10921,9TyMWwDGiktu2GuYkF67hA,3
18618,9UI69D1EWlNoh2lwi6fk4A,1
7596,9UJQU6T8Dv6d5dWHPTenyQ,1
13156,9UNhbjQPidGRRoF-LMT6Xw,0
7772,9URrwt1ywr7h0UIIo7ozaw,3
6670,9Us0T3XwCVlHmkEt4tebsQ,0
21800,9UsElPIjW7Zqo-2_GUZkXg,5
1343,9V-EI38cgpwUB4NiLmYiew,0
17315,9VDd9EkO8l6UtWrRwsyzQw,4
21087,9VE9HKOM3yW5ZpdhpZoUSg,0
12156,9VHCtefqHBSlS9bhgJgjbw,1
15668,9Vi5r3nlG_E0c0uXd-0Zlg,4
15709,9VlV09HupfzZcRP3lTRi8Q,5
17384,9W87QEY3Z-1RjZ-WdFqR3g,5
20469,9WCHYT14HY8BlfEeiUsH0g,1
12035,9WhlRvJa05AboPO2DJXgLg,3
19472,9WleDFqaO3DAadsYrsfyNQ,5
15917,9WvcFfP-2sIv-tilp5tuwQ,3
2580,9XH1ifXN_bkOXaUDYM4LGw,5
19994,9XLe7v3xEGu1oy-iIlrucA,0
13793,9XhSCRlsCE02u9qvgfQrNw,5
9538,9XxGf4eD9hR75ZsIHyGYxA,3
21167,9YFoy5wtSadKTp82bVenWg,5
3579,9YVf_mr2dMdqWdJnWva34g,5
13765,9YiNV6WAK1w2lL8SOlkSaQ,3
1792,9ZHdgOoDON4K1YWPOivy2w,4
